order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
465672,897546,Timothy Reed,500864,Sunglasses,Fashion,CreditCard,10,791.08,2024-03-24 05:37,India,Hyderabad,www.walmart.com,6a463c26,Y,
211021,923018,Jesse Compton,896484,Dumbbells,Fitness & Sports,UPI,38,1805.4,2024-02-13 18:28,Australia,Melbourne,www.shopify.com,52725607,Y,
314493,69672,Brandon Gutierrez,659619,Stapler,Office Supplies,Wallet,89,304.14,2024-06-08 20:42,Canada,Toronto,www.target.com,6e1b7124,N,Insufficient Funds
682368,158714,Beth Anderson,562535,Baby Monitor,Baby Products,CreditCard,33,1171.99,2024-01-20 08:15,Canada,Ottawa,www.flipkart.com,73ecafda,Y,
834956,458401,Nicholas Neal,972926,Treadmill,Fitness & Sports,CreditCard,56,834.36,2024-03-02 06:57,Australia,Brisbane,www.target.com,23e1f6dc,N,Transaction Timeout
628209,275853,Shelby Robinson,121356,Dumbbells,Fitness & Sports,CreditCard,72,574.19,2023-11-25 07:04,Japan,Sapporo,www.flipkart.com,89cd7253,Y,
436622,88558,Shaun Gonzalez,298102,Refrigerator,Home Appliances,Wallet,62,687.3,2023-10-15 19:28,Australia,Perth,www.flipkart.com,1c4552c2,Y,
33362,362175,Barbara Rojas,312717,Refrigerator,Home Appliances,NetBanking,75,1285.09,2024-01-13 08:30,Canada,Ottawa,www.walmart.com,28e0ea2f,N,Insufficient Funds
50725,518160,Jacob Reyes,189098,Dumbbells,Fitness & Sports,NetBanking,27,477.83,2023-12-20 02:55,Australia,Adelaide,www.flipkart.com,c95e13bd,N,Payment Declined
89335,435659,Megan Matthews,315066,Flip Flops,Footwear,CreditCard,32,1015.9,2024-06-10 03:57,Australia,Melbourne,www.bestbuy.com,e91bb162,N,Insufficient Funds
588676,459434,Laura Jones,941076,Baby Lotion,Baby Products,Wallet,40,1740.6,2023-12-20 14:25,Australia,Perth,www.walmart.com,4213f6e1,Y,
332588,687876,Jerry Johnson,736653,Textbook,Books,Wallet,38,474.88,2023-11-20 19:58,Australia,Perth,www.flipkart.com,0788e7df,N,Payment Declined
518161,696769,Rachel Flowers,104920,Almond Milk,Groceries,Wallet,96,712.6,2023-10-25 02:33,Australia,Brisbane,www.flipkart.com,02c20521,Y,
911286,657753,Mr. Nicholas Taylor,961217,Treadmill,Fitness & Sports,CreditCard,38,623.86,2024-03-08 15:13,Australia,Sydney,www.shopify.com,0d3422d6,Y,
446328,402315,Zachary Hendrix,10063,Whiteboard,Office Supplies,CreditCard,64,1114.09,2024-05-26 21:32,Japan,Tokyo,www.flipkart.com,b5e47cb0,N,Payment Declined
199200,873605,Hailey Thomas,514642,Chia Seeds,Groceries,Wallet,36,255.86,2024-07-01 03:06,Canada,Montreal,www.target.com,0bbb075f,N,Expired Card
356346,805934,Joseph Bird,986202,Baby Monitor,Baby Products,NetBanking,77,370.76,2024-09-20 13:54,Canada,Montreal,www.walmart.com,57049e7e,Y,
32656,467827,Cory Farrell,253600,Sneakers,Fashion,CreditCard,15,805.77,2024-02-26 09:24,Canada,Vancouver,www.flipkart.com,c39468a6,Y,
752014,785312,Rachel Oconnor,202112,File Folders,Office Supplies,CreditCard,70,1299.23,2024-02-05 01:44,India,Delhi,www.shopify.com,3cda24d5,Y,
617612,71494,Chelsea Flores,27848,Smartwatch,Electronics,CreditCard,16,1243.43,2023-10-22 10:04,Canada,Toronto,www.target.com,abb8593a,N,Transaction Timeout
596801,850995,Tanner Harris,875803,Running Shoes,Footwear,CreditCard,87,1895.16,2024-09-03 12:12,Japan,Tokyo,www.walmart.com,da670195,Y,
680822,766408,Frank Burns,613027,Bluetooth Speaker,Electronics,CreditCard,39,1726.04,2024-07-08 07:23,India,Bengaluru,www.bestbuy.com,a93f4281,N,Payment Declined
929565,233286,Terry Dickerson,184124,Fiction Novel,Books,CreditCard,77,1185.86,2024-06-18 10:24,Australia,Brisbane,www.walmart.com,bc47a645,Y,
227623,301287,Samuel Frazier,357503,Washing Machine,Home Appliances,Wallet,95,138.41,2023-11-03 13:50,Canada,Ottawa,www.target.com,8a83f13c,N,Insufficient Funds
308169,667982,Timothy Davis,634257,Fitness Tracker,Fitness & Sports,UPI,1,1432.5,2024-10-02 13:12,Australia,Adelaide,www.bestbuy.com,7f431f98,N,Insufficient Funds
920290,464769,Christian Blackwell,75963,Washing Machine,Home Appliances,CreditCard,3,1945.33,2024-08-17 14:12,Japan,Osaka,www.bestbuy.com,0ae26330,Y,
20528,863010,Michael Woods,444834,Running Shoes,Footwear,Wallet,89,702.89,2024-02-11 10:19,India,Chennai,www.target.com,c26ef69f,Y,
956491,186676,Joe Bryant,410325,Microwave,Home Appliances,UPI,85,1325.09,2024-01-11 21:59,Japan,Sapporo,www.bestbuy.com,66a26871,N,Payment Declined
888398,279538,Stephanie Kim,827072,Yoga Mat,Fitness & Sports,UPI,40,1149.1,2024-07-26 16:55,Australia,Adelaide,www.target.com,3c066d03,N,Expired Card
880829,738396,Daniel Powell,338308,Organic Rice,Groceries,CreditCard,68,1872.69,2023-11-07 05:09,Canada,Ottawa,www.bestbuy.com,49a9f9a0,Y,
862616,366089,Brittany Nelson,401667,Jacket,Fashion,NetBanking,53,812.58,2024-08-02 15:26,Canada,Ottawa,www.shopify.com,13ffb4e7,N,Expired Card
790486,97667,Anthony Rodriguez,423902,Treadmill,Fitness & Sports,UPI,10,1841.03,2024-03-30 11:57,Australia,Sydney,www.target.com,5907bf79,Y,
970497,870498,Nicholas Fritz,462701,Air Conditioner,Home Appliances,CreditCard,22,682.6,2023-11-24 23:58,Canada,Calgary,www.shopify.com,1b0d0ab3,Y,
178501,296312,Amanda Peterson,895940,Flip Flops,Footwear,Wallet,69,1158.93,2024-06-28 02:11,Canada,Ottawa,www.flipkart.com,54afe32b,N,Expired Card
559056,191894,Brandi Duke,379932,Dumbbells,Fitness & Sports,UPI,1,193.0,2023-10-31 02:12,Japan,Osaka,www.bestbuy.com,5be943e6,Y,
113627,692715,Melissa Griffin,635445,Organic Rice,Groceries,UPI,29,865.74,2023-10-17 01:18,Canada,Montreal,www.walmart.com,06bd1ca9,N,Payment Declined
824715,678872,Michael Brown,282640,Fitness Tracker,Fitness & Sports,NetBanking,4,1596.26,2023-12-24 21:40,Canada,Vancouver,www.bestbuy.com,328191da,N,Insufficient Funds
310249,749564,Susan Howard,114070,Handbag,Fashion,Wallet,-87,2136.9,2024-10-09 14:42,Canada,Vancouver,www.bestbuy.com,3ae248d9,Failure,Insufficient Funds
324578,730129,Suzanne Phillips,871831,Smartwatch,Electronics,NetBanking,12,1626.02,2024-07-29 05:09,India,Hyderabad,www.target.com,2479699e,Y,
844317,938126,Linda Smith,313992,Flip Flops,Footwear,NetBanking,89,1447.22,2023-10-23 10:09,Australia,Melbourne,www.target.com,e0cb1d88,Y,
764981,102490,Mr. Daniel Nguyen III,888125,Refrigerator,Home Appliances,UPI,25,295.82,2024-02-05 03:36,India,Bengaluru,www.bestbuy.com,0a300a26,N,Expired Card
386651,532141,Desiree Rogers,737377,Formal Shoes,Footwear,NetBanking,61,699.55,2023-11-11 08:13,India,Hyderabad,www.flipkart.com,4f221754,Y,
971973,886828,Ryan Waters,468996,Chia Seeds,Groceries,Wallet,24,259.55,2024-06-10 13:41,Japan,Yokohama,www.walmart.com,3ac550a1,Y,
941614,119693,Anthony Logan,746810,Stapler,Office Supplies,NetBanking,95,1086.58,2024-05-20 13:39,Australia,Perth,www.target.com,0976a6d7,Y,
708180,19793,Michael Martinez,178327,Sneakers,Fashion,UPI,65,1898.21,2024-02-08 16:45,India,Delhi,www.target.com,a04e28fa,Y,
518610,889306,Amy Hernandez,271959,Baby Lotion,Baby Products,CreditCard,74,299.22,2024-08-20 19:49,India,Delhi,www.shopify.com,1f7eec9a,Y,
858504,532173,Susan Owens,448854,Stapler,Office Supplies,Wallet,-69,243.45,2024-05-05 14:19,Japan,Tokyo,www.flipkart.com,be52ce15,Error,Payment Declined
453058,399266,Crystal Cherry,342949,Microwave,Home Appliances,CreditCard,81,730.66,2024-03-06 17:58,Canada,Calgary,www.target.com,892bf5f5,Y,
789790,813425,Gregory White,818319,Lawn Mower,Garden & Outdoors,Wallet,94,1985.52,2024-05-16 23:59,India,Mumbai,www.target.com,c85ab8de,Y,
573378,724049,Adrienne Henry,155129,Flip Flops,Footwear,NetBanking,-13,1601.87,2024-05-29 08:46,Australia,Brisbane,www.bestbuy.com,a6f09cbb,Error,Insufficient Funds
36387,911333,Amber Boyd,616891,Jacket,Fashion,CreditCard,1,1919.6,2024-04-05 07:32,Australia,Sydney,www.bestbuy.com,2d0e9228,Y,
369901,461260,Mallory Buchanan,368718,Organic Rice,Groceries,CreditCard,10,430.69,2024-03-14 03:00,India,Bengaluru,www.bestbuy.com,ec649619,Y,
778128,882408,Gabriel Oliver,51433,Organic Rice,Groceries,Wallet,100,1503.65,2024-08-27 03:01,India,Delhi,www.walmart.com,017f5d76,Y,
498569,565044,Amy York,89326,Organic Rice,Groceries,UPI,57,1747.48,2024-01-29 03:13,Japan,Tokyo,www.flipkart.com,ee3dde24,Y,
687695,371435,Christopher Newton,143482,Air Conditioner,Home Appliances,Wallet,-42,3149.22,2023-12-22 17:00,Australia,Perth,www.target.com,ac23714a,Unknown,Expired Card
121988,534485,Ian Thomas,105394,Olive Oil,Groceries,UPI,90,1876.69,2024-10-09 03:12,Japan,Yokohama,www.flipkart.com,b0a23455,N,Payment Declined
607100,919754,Matthew Wilson,777359,Yoga Mat,Fitness & Sports,CreditCard,72,1395.25,2024-03-08 14:33,Japan,Osaka,www.shopify.com,9632681a,Y,
847629,115048,Sharon Nichols,110791,Refrigerator,Home Appliances,Wallet,-13,1801.24,2024-06-12 22:03,India,Chennai,www.walmart.com,aa5b7546,Unknown,Expired Card
710822,748266,Sean Sandoval,139090,Microwave,Home Appliances,CreditCard,93,1683.25,2024-08-07 03:00,Japan,Tokyo,www.target.com,ee2cb60d,N,Payment Declined
336518,23511,Alison Gallagher,913035,Flip Flops,Footwear,Wallet,-4,691.09,2024-02-29 18:35,Canada,Toronto,www.shopify.com,cbc1fb7a,Unknown,Transaction Timeout
306503,947321,Kenneth Brown,405986,Flip Flops,Footwear,Wallet,79,929.58,2024-08-07 18:05,Canada,Calgary,www.walmart.com,3fddafbe,N,Transaction Timeout
904536,21585,Gary Maldonado,750783,Refrigerator,Home Appliances,Wallet,48,541.93,2024-04-04 14:02,Australia,Adelaide,www.target.com,1dcf1192,N,Transaction Timeout
785091,974259,Robert Martinez,846257,Whiteboard,Office Supplies,NetBanking,43,1961.78,2023-11-13 05:54,India,Hyderabad,www.flipkart.com,7639922c,N,Transaction Timeout
470504,426295,Jennifer Gonzales,715768,Formal Shoes,Footwear,Wallet,5,873.44,2024-06-11 11:08,Australia,Adelaide,www.target.com,f25bf298,Y,
287799,15066,Kevin Roberts DDS,712814,Non-Fiction,Books,NetBanking,-29,1870.14,2024-01-02 10:24,Australia,Adelaide,www.target.com,03299d62,Unknown,Payment Declined
952642,445790,Rachel Strickland,65523,Smartwatch,Electronics,Wallet,86,1700.14,2024-05-25 10:24,Canada,Calgary,www.flipkart.com,d76037cd,Y,
57989,405493,Taylor Alexander,698963,Patio Furniture,Garden & Outdoors,UPI,8,1811.94,2024-08-17 16:04,Canada,Ottawa,www.shopify.com,8fa4b89e,Y,
941886,512363,Michael Lee,179686,Jacket,Fashion,CreditCard,1,531.6,2024-02-13 18:27,Australia,Brisbane,www.bestbuy.com,04430f86,N,Payment Declined
213106,926405,Elizabeth Murray,626629,Baby Lotion,Baby Products,CreditCard,92,457.15,2024-01-16 19:30,Canada,Calgary,www.target.com,96686b4b,N,Payment Declined
327109,898030,Edward Sutton,445027,Diapers,Baby Products,UPI,26,938.03,2024-07-30 14:28,India,Chennai,www.bestbuy.com,e84d21ce,Y,
67669,88121,Rickey Perez,222970,Non-Fiction,Books,NetBanking,36,412.97,2024-07-04 01:14,Canada,Montreal,www.shopify.com,9976e19b,Y,
169545,827279,Robert Ross,84805,Microwave,Home Appliances,Wallet,89,1264.08,2023-10-25 05:41,Australia,Adelaide,www.bestbuy.com,847bca64,Y,
156743,714259,Jeremy Vaughn,435156,Fiction Novel,Books,Wallet,53,664.12,2024-10-11 08:38,Japan,Sapporo,www.flipkart.com,6b42e3d2,N,Transaction Timeout
158758,388656,Wyatt Sanchez,254100,Diapers,Baby Products,CreditCard,78,819.62,2024-05-21 10:34,Canada,Ottawa,www.flipkart.com,5e0b00e3,N,Expired Card
235090,982152,Danny Lam,232693,Boots,Footwear,Wallet,39,1865.25,2024-09-20 15:12,India,Hyderabad,www.shopify.com,b2eaed98,Y,
949007,956415,Kenneth Wilson,167541,Fiction Novel,Books,CreditCard,-52,3890.52,2024-07-08 18:59,Australia,Perth,www.flipkart.com,cb40ae87,Failure,Expired Card
172718,489810,Michael Miller,858752,Comic Book,Books,CreditCard,56,1298.89,2024-05-28 00:17,Canada,Ottawa,www.walmart.com,51349208,Y,
353956,197742,Sylvia Livingston,55745,Watering Can,Garden & Outdoors,NetBanking,66,577.8,2023-11-09 16:47,Canada,Montreal,www.bestbuy.com,2cc2884e,Y,
313606,318275,Mrs. Rebecca Johnson DDS,532091,Microwave,Home Appliances,NetBanking,19,1163.66,2024-02-18 12:55,Japan,Osaka,www.target.com,6c805f50,N,Expired Card
640537,772366,Charlotte Mclaughlin,824190,Non-Fiction,Books,Wallet,-4,3692.86,2024-05-14 13:08,Australia,Melbourne,www.target.com,4e5a4d41,Failure,Insufficient Funds
803316,560151,Lisa Armstrong,151272,Chia Seeds,Groceries,CreditCard,70,1634.5,2024-10-05 10:41,India,Mumbai,www.target.com,d0d85a7d,N,Payment Declined
685689,143057,Maria Martin,934066,Running Shoes,Footwear,Wallet,-84,677.54,2023-11-06 16:37,Canada,Calgary,www.target.com,f6e117fb,Error,Expired Card
224865,164571,Shannon Williams,102375,Headphones,Electronics,CreditCard,49,161.16,2024-05-26 08:46,Canada,Montreal,www.walmart.com,4e7eaea0,Y,
793476,56842,Jonathan Larson,894198,Flip Flops,Footwear,NetBanking,71,1958.72,2023-10-17 07:31,Australia,Perth,www.shopify.com,bcc3df75,N,Transaction Timeout
816920,158910,Charles Barron,545686,Olive Oil,Groceries,UPI,38,1293.45,2024-02-23 16:16,Japan,Osaka,www.shopify.com,e3fd9876,Y,
453713,880662,Gina Mcknight,468077,Flip Flops,Footwear,CreditCard,77,800.5,2024-09-02 14:12,India,Chennai,www.shopify.com,b374ce97,Y,
683435,624756,Phillip Castro,206042,Treadmill,Fitness & Sports,UPI,9,1793.99,2024-05-10 22:17,Australia,Perth,www.bestbuy.com,80a94fba,N,Transaction Timeout
756229,142722,Luis Holmes,964996,Smartwatch,Electronics,NetBanking,44,1333.8,2024-05-27 17:36,Japan,Tokyo,www.bestbuy.com,6476bf9e,N,Transaction Timeout
869167,636474,John Reeves,246739,Garden Hose,Garden & Outdoors,NetBanking,-29,158.09,2024-01-30 19:34,Japan,Kyoto,www.shopify.com,0665a840,Error,Insufficient Funds
416517,711512,Heather Wade,847688,Garden Hose,Garden & Outdoors,UPI,62,1420.74,2023-12-08 08:57,Canada,Vancouver,www.target.com,d69434d8,Y,
777756,462525,Marc Johnson,466294,Boots,Footwear,CreditCard,41,311.51,2023-11-04 15:28,India,Bengaluru,www.shopify.com,8c1517fd,Y,
997331,344911,Savannah Williams,399576,Boots,Footwear,NetBanking,59,950.83,2024-05-26 22:34,Japan,Tokyo,www.walmart.com,9c27d75a,Y,
766539,962051,Suzanne Ramirez,739374,Smartphone,Electronics,Wallet,73,1405.86,2024-07-08 03:04,Australia,Adelaide,www.flipkart.com,0496a883,N,Transaction Timeout
374812,866476,Joshua Freeman,978658,Smartphone,Electronics,NetBanking,60,1253.96,2024-06-12 13:07,Japan,Osaka,www.shopify.com,86689b90,N,Payment Declined
856215,164611,Jimmy Chapman,621008,Lawn Mower,Garden & Outdoors,UPI,32,392.03,2024-07-13 21:13,Canada,Vancouver,www.bestbuy.com,13092397,N,Payment Declined
504130,957721,David Howe,925837,Sneakers,Fashion,Wallet,64,1077.34,2024-04-14 05:09,Canada,Toronto,www.shopify.com,7ffaceb2,N,Payment Declined
658048,467106,Kimberly West,798779,Patio Furniture,Garden & Outdoors,NetBanking,93,950.3,2024-07-05 18:41,India,Bengaluru,www.walmart.com,b3956f16,Y,
661050,595790,Jason Pope,602809,Stapler,Office Supplies,UPI,43,888.63,2023-10-18 22:56,Canada,Toronto,www.target.com,5c8bd988,N,Expired Card
704338,838773,Lisa Lopez,176094,Organic Rice,Groceries,CreditCard,53,1430.23,2024-02-20 15:16,India,Chennai,www.walmart.com,61bea16d,Y,
752139,195520,Heidi Bonilla,434391,Comic Book,Books,UPI,28,1257.35,2024-07-28 18:18,Australia,Perth,www.shopify.com,cc18c964,Y,
641217,270504,Teresa Marshall MD,165466,Air Conditioner,Home Appliances,UPI,88,271.45,2024-02-05 12:58,Australia,Melbourne,www.flipkart.com,04cdd5bb,Y,
516296,635429,Robert Garcia,320416,Formal Shoes,Footwear,CreditCard,-6,2803.25,2024-01-23 11:07,Australia,Sydney,www.shopify.com,a09dcad7,Unknown,Insufficient Funds
61954,842657,Crystal Watson PhD,800122,Yoga Mat,Fitness & Sports,CreditCard,94,1500.71,2024-02-26 18:37,India,Chennai,www.target.com,9560d085,N,Expired Card
325848,189235,Nicholas Ray,582186,Desk Chair,Office Supplies,Wallet,83,1645.46,2024-07-19 14:57,Australia,Adelaide,www.target.com,bc710f8c,N,Transaction Timeout
249388,256479,James Owens,563392,Sunglasses,Fashion,NetBanking,62,1794.45,2024-07-15 11:21,India,Delhi,www.shopify.com,d1353b2a,Y,
11811,514332,Amanda Wells,840338,Watering Can,Garden & Outdoors,CreditCard,35,318.03,2024-01-12 01:24,Canada,Toronto,www.bestbuy.com,b4d2eb5c,N,Payment Declined
232976,875028,Alyssa Wolf,676559,Comic Book,Books,NetBanking,-91,3184.3,2024-02-12 17:18,Canada,Montreal,www.bestbuy.com,8580e4eb,Unknown,Expired Card
359459,685156,Brandi Terrell,966546,Organic Rice,Groceries,Wallet,70,1484.81,2024-06-23 20:16,Australia,Adelaide,www.target.com,596974fe,N,Insufficient Funds
230186,990646,Hannah Porter,396610,Almond Milk,Groceries,Wallet,12,1540.34,2024-04-23 10:59,Japan,Sapporo,www.bestbuy.com,0c1e7614,N,Expired Card
665521,195287,Ashley Newman,610362,Organic Rice,Groceries,CreditCard,44,1801.78,2024-10-05 19:56,Canada,Toronto,www.walmart.com,8f37ac6b,N,Payment Declined
823069,1592,Christine Myers,882027,Comic Book,Books,UPI,17,424.57,2024-04-02 20:17,Canada,Vancouver,www.walmart.com,14f838f3,N,Insufficient Funds
224952,842924,Michelle Black,147990,Dumbbells,Fitness & Sports,Wallet,58,641.55,2024-07-06 21:37,Canada,Toronto,www.shopify.com,78d5b305,N,Payment Declined
314941,973781,Nancy Gomez,302692,Whiteboard,Office Supplies,Wallet,92,1692.37,2024-08-10 04:08,India,Chennai,www.shopify.com,30ba61cb,Y,
574788,112284,Dr. Timothy James,421880,Watering Can,Garden & Outdoors,Wallet,22,615.19,2024-05-04 21:02,Canada,Calgary,www.shopify.com,bb02a72e,Y,
805536,337696,Roy Beck,786891,Microwave,Home Appliances,CreditCard,33,1079.61,2023-11-06 10:13,Australia,Adelaide,www.shopify.com,a53811fb,Y,
879008,129622,Sergio Wood,341369,Organic Rice,Groceries,NetBanking,71,210.55,2023-11-14 20:12,Australia,Perth,www.flipkart.com,ba93877d,N,Transaction Timeout
117278,42326,Teresa Miller,757854,Air Conditioner,Home Appliances,CreditCard,39,1658.19,2024-08-17 02:25,Japan,Sapporo,www.flipkart.com,a1bd2e4f,N,Payment Declined
153887,701927,William Hoffman,212572,Olive Oil,Groceries,NetBanking,-50,1353.69,2023-12-05 07:05,India,Chennai,www.bestbuy.com,230420e1,Error,Payment Declined
133305,115714,Kristin Henry MD,657007,Garden Hose,Garden & Outdoors,NetBanking,42,1342.89,2024-03-28 07:55,India,Bengaluru,www.flipkart.com,73037dc7,Y,
822190,360309,Cassandra Hunter,843660,Smartphone,Electronics,NetBanking,23,1098.08,2024-07-16 08:45,Canada,Toronto,www.walmart.com,fa8f8896,Y,
551738,38510,Laura Green,717997,Formal Shoes,Footwear,CreditCard,97,502.7,2024-01-14 18:12,Australia,Brisbane,www.shopify.com,0c0cb873,Y,
5759,280194,Joshua Huffman,998518,Lawn Mower,Garden & Outdoors,Wallet,95,1800.63,2024-04-25 18:44,India,Mumbai,www.bestbuy.com,f61db501,N,Payment Declined
465994,753251,Alyssa Jenkins,930670,Washing Machine,Home Appliances,CreditCard,84,1401.71,2024-06-30 05:21,Australia,Melbourne,www.target.com,c9c54681,Y,
270065,492519,Leslie Wilson,918611,Baby Lotion,Baby Products,UPI,66,888.9,2024-08-18 11:25,Australia,Adelaide,www.shopify.com,2fb7946d,Y,
471466,941197,Darrell Peterson,107182,Handbag,Fashion,NetBanking,41,1885.9,2024-04-27 05:03,India,Delhi,www.target.com,dc481e19,Y,
10158,793139,Christine Floyd,977715,Textbook,Books,CreditCard,28,209.16,2024-10-06 21:11,Canada,Vancouver,www.flipkart.com,848516fa,Y,
502983,995881,Christopher Johnson,855084,Smartphone,Electronics,Wallet,37,399.89,2024-07-09 06:24,Australia,Sydney,www.walmart.com,c5ac2fb8,Y,
708570,224448,Jennifer Nixon,962786,Jacket,Fashion,CreditCard,43,1446.85,2024-09-25 10:17,Japan,Sapporo,www.flipkart.com,e722c805,N,Transaction Timeout
436145,287789,Mrs. Kara Gibson,772132,Microwave,Home Appliances,UPI,62,1364.39,2023-11-20 12:28,Australia,Perth,www.target.com,1f41d23e,Y,
18865,785801,Christine Matthews,778207,Yoga Mat,Fitness & Sports,UPI,69,1600.64,2024-02-15 10:29,Canada,Toronto,www.flipkart.com,d692bebb,N,Payment Declined
725158,265384,Andrea Young,973472,Garden Hose,Garden & Outdoors,UPI,10,14.3,2024-06-29 06:31,Japan,Sapporo,www.bestbuy.com,71e8adc1,Y,
176300,160971,Brittany Kim,915369,Fitness Tracker,Fitness & Sports,CreditCard,-73,2140.62,2024-05-27 03:32,India,Bengaluru,www.shopify.com,d2c0db32,Unknown,Expired Card
284942,360482,Barbara Oneill,614365,Bluetooth Speaker,Electronics,UPI,33,1439.12,2024-01-23 07:40,Canada,Toronto,www.walmart.com,3737784b,N,Payment Declined
899147,863813,Phillip Williams,15276,Formal Shoes,Footwear,UPI,40,1635.91,2024-05-12 04:12,Canada,Montreal,www.bestbuy.com,657e7465,N,Payment Declined
106375,81341,Samuel Lin,188018,Boots,Footwear,CreditCard,70,1446.51,2024-09-19 06:27,India,Hyderabad,www.walmart.com,9586f848,N,Insufficient Funds
72284,557310,Tonya Richardson,391672,Dumbbells,Fitness & Sports,NetBanking,87,1776.15,2024-06-01 13:59,Canada,Toronto,www.target.com,85d4685f,N,Insufficient Funds
267879,105390,Chase Campbell,86453,Sneakers,Fashion,Wallet,-55,3079.58,2023-12-05 04:06,India,Chennai,www.bestbuy.com,ed6449ee,Error,Payment Declined
326442,209412,Karen Nelson,353629,Garden Hose,Garden & Outdoors,CreditCard,39,1148.63,2023-10-19 14:16,India,Chennai,www.walmart.com,e0131df2,N,Expired Card
909660,566786,April Chavez,427753,Non-Fiction,Books,UPI,100,1921.79,2024-10-12 00:25,Canada,Vancouver,www.walmart.com,9145dfcc,Y,
